"","target","Commercial_Construction_2017","Commercial_Construction_Permitted_Units_2016","Commercial_Construction_2015","Commercial_Construction_Permitted_Units_2015","Commercial_Construction_2013","Commercial_Construction_Permitted_Units_2013","Grocery_Proximate_Units_2018","Grocery_Proximate_Units_2016","Pharmacy_Proximate_Units_2016","New_Residential_Permit_Units_2016","New_Residential_2014"
"146",0.151428571428571,1.91,7,1.06,10,0.53,5,72,499,430,6,0.21
"147",-0.14,1.32,1,0.26,1,0.26,1,0,0,74,1,3.95
"148",0.0257142857142857,1.2,52,1.2,38,0.41,13,17,0,181,1,0.03
"149",0.0571428571428571,0.38,0,0,0,0.38,2,0,0,0,4,0
"150",0.0371428571428572,0,1,0.21,1,0,0,306,175,326,2,0.21
"151",0.757142857142857,3.7,59,3.96,80,3.76,76,0,0,287,221,0
"152",0.0371428571428571,0.2,5,0.4,2,0.8,4,163,91,158,9,0.6
"153",0.02,0.67,12,1,3,0,0,0,0,22,0,3.34
"154",0.0514285714285714,0.1,6,0.1,1,0.29,3,560,567,574,0,0.59
"155",0.242857142857143,4.13,21,5.05,11,4.13,9,0,0,0,0,0
"156",-0.182857142857143,0.45,0,49.31,110,0,0,51,51,57,0,0.45
"157",0.0971428571428572,0.43,1,0.43,1,0,0,234,274,586,17,2.99
"158",-0.248571428571429,205.17,77,5.36,7,3.06,4,0,0,1367,0,0
"159",0.237142857142857,1.1,4,1.42,9,0.63,4,0,323,280,3,0.63
"160",0.5,2.53,3,1.92,3,3.19,5,296,312,312,0,0
"161",-0.0228571428571429,1.65,0,0.83,3,0,0,658,476,508,40,0.55
"162",0.714285714285714,4.87,3,0,0,123.04,101,400,400,400,0,0
"163",-0.00285714285714285,0.3,8,0.75,5,0.9,6,0,0,0,3,0
"164",-0.0257142857142857,2.95,20,0.29,4,0.5,7,389,302,0,78,5.97
"165",-0.22,4.26,7,0.33,1,2.29,7,335,294,365,2,0.98
"166",-0.0114285714285714,0.41,6,0.54,4,0.95,7,41,41,231,42,0.95
"167",-0.00857142857142857,0.28,0,0.18,2,2.78,31,0,0,0,3,0
"168",-0.0371428571428572,0.52,6,0.1,1,0.1,1,403,413,300,3,0.83
"169",0.06,0.63,3,0.31,1,0.31,1,0,14,3,0,0
"170",-0.0942857142857143,5.01,1,0.94,3,3.76,12,0,0,0,4,1.57
"171",0.294285714285714,2.87,16,3.13,12,1.56,6,501,542,0,0,0
"172",0.02,3.34,9,2.23,2,4.46,4,0,0,0,0,0
"173",0.00571428571428572,0.24,0,0.12,1,0.37,3,280,279,281,15,0.24
"174",0.0314285714285714,0,2,0,0,0.39,1,0,20,32,0,0
"175",-0.00285714285714286,0,2,0.19,1,0.77,4,0,0,0,44,4.03
"176",0.185714285714286,8.39,18,1.6,4,2,5,575,614,614,16,0
"177",0.0857142857142857,0,0,0.28,1,0,0,15,32,0,4,1.7
"178",-0.0685714285714286,0,0,0,0,0.73,1,413,414,400,0,0
"179",-0.0057142857142857,0,0,0.59,3,0.2,1,3,5,0,8,2.15
"180",0.0228571428571429,0.24,7,0.36,3,3.46,29,92,101,123,27,8.95
"181",0.791428571428572,19.02,8,14.98,26,4.61,8,1021,1136,1500,12,0
"182",-0.02,0.18,0,0,0,0.18,1,0,0,0,0,3.27
"183",0.431428571428571,3.93,47,3.18,17,1.87,10,236,261,265,0,0
"184",0.702857142857143,13.93,48,21.97,71,20.12,65,221,234,165,18,0
"185",-0.0457142857142857,1.95,2,0,0,0,0,233,211,206,1,4.37
"186",-0.0228571428571429,0.24,0,0.72,3,0,0,0,0,0,2,0.24
"187",0.0171428571428571,4.01,32,2.41,27,1.43,16,298,283,286,2,17.2
"188",0.0571428571428571,0.7,3,0,0,0,0,254,246,335,0,0
"189",-0.0371428571428572,0.24,1,0.47,2,1.89,8,625,642,642,2,0
"190",-0.00285714285714286,0,0,0,0,0,0,0,0,0,5,1.92
"191",0.0257142857142857,0,0,0.69,2,0.34,1,292,0,367,0,0
"192",-0.00571428571428571,1.82,5,0.26,1,0.52,2,99,196,158,0,0
"193",0.431428571428571,0.87,0,0,0,1.73,2,142,77,48,1,0.86
"194",-0.0114285714285714,0,0,0.17,1,0.17,1,0,0,0,3,0
"195",0.0142857142857143,0.12,1,0,0,0.12,1,0,0,0,0,0.24
"196",0.0142857142857143,0,1,0,0,0,0,26,49,63,94,6.39
"197",-0.102857142857143,1.46,3,0.36,1,1.08,3,0,0,0,288,0
"198",0.0685714285714286,0.56,12,1.15,14,0.25,3,665,652,652,4,1.72
"199",0.0514285714285714,5.34,8,0.85,4,0.21,1,813,464,715,63,2.78
"200",0.0971428571428571,4.99,23,3.78,25,3.48,23,453,671,0,1,0
"201",-0.0457142857142857,0.23,9,0.46,6,0.23,3,0,0,0,0,0.15
"202",0.0228571428571429,0,2,0,0,0,0,16,0,14,8,0.2
"203",0.0714285714285715,0.28,10,0.7,5,2.5,18,109,101,102,0,0.56
"204",0.0457142857142857,0.1,1,0.31,3,0.84,8,0,192,0,67,2.62
"205",0.0142857142857143,0.73,2,0,0,0,0,546,475,408,1,0
"206",0.0371428571428572,0.18,1,0,0,0.7,4,0,0,0,5,0.35
"207",-0.0314285714285714,0,0,0,0,0.36,1,0,0,0,0,1.43
"208",-0.0314285714285714,0,1,0,0,0.14,1,0,0,0,0,0
"209",-0.00285714285714286,1.71,0,0,0,0,0,0,0,0,4,0
"210",0.0657142857142858,2.11,6,0.7,2,9.49,27,0,209,668,0,0
"211",0.528571428571429,3.82,5,0,0,1.53,2,399,453,453,0,0
"212",0.334285714285714,9.36,0,0.78,1,1.56,2,531,0,531,0,0
"213",0.00857142857142857,1.54,1,0,0,0.31,1,29,178,178,0,0
"214",0.0314285714285714,0,1,0,0,0,0,0,75,75,4,5
"215",0.765714285714286,6.06,54,7.42,48,3.71,24,162,285,285,0,0
"216",0.0285714285714286,0.42,11,0.42,2,0.63,3,810,839,839,194,0
"217",0.0228571428571429,0.71,7,0.12,5,0.2,8,0,0,0,169,3.27
"218",0.122857142857143,0.92,11,0.67,8,1.84,22,791,1055,1055,10,23.16
"219",0,0.36,2,0,0,0.12,1,311,252,73,59,1.81
"220",-0.128571428571429,0.24,0,0.24,1,0.49,2,433,454,557,3,0
"221",0,0,0,0.55,3,0.37,2,37,59,9,0,0
"222",0.0371428571428571,0.2,0,0.3,3,0.1,1,225,183,208,0,0
"223",0,0.32,1,0,0,0,0,219,228,230,5,1.74
"224",0.0228571428571429,0,1,0.31,1,0,0,439,435,489,0,4.62
"225",0.00857142857142857,0.72,0,0.36,1,0,0,0,129,129,0,0.36
"226",0.00857142857142857,0,3,0.11,2,0.16,3,288,325,266,36,0.11
"227",0.211428571428571,0.55,5,0.2,4,0.55,11,0,0,0,35,0.75
"228",0.00857142857142857,0,0,0.39,1,0,0,279,302,281,0,0
"229",0.117142857142857,1.53,3,1.09,5,0.44,2,1080,1069,547,9,1.31
"230",0.265714285714286,1.11,0,2.22,2,1.11,1,0,598,598,0,0
